序号	汉字	级别	GB/T 13000	GB 18030
1748	癸	1	7678	B9EF
1749	蚤	1	86A4	D4E9
1750	柔	1	67D4	C8E1
1751	垒	1	5792	C0DD
1752	绑	1	7ED1	B0F3
1753	绒	1	7ED2	C8DE
1754	结	1	7ED3	BDE1
1755	绕	1	7ED5	C8C6
1756	骄	1	9A84	BDBE
1757	绘	1	7ED8	BBE6
1758	给	1	7ED9	B8F8
1759	绚	1	7EDA	D1A4
1760	骆	1	9A86	C2E6
1761	络	1	7EDC	C2E7
1762	绝	1	7EDD	BEF8
1763	绞	1	7EDE	BDCA
1764	骇	1	9A87	BAA7
1765	统	1	7EDF	CDB3
1766	耕	1	8015	B8FB
1767	耘	1	8018	D4C5
1768	耗	1	8017	BAC4
1769	耙	1	8019	B0D2
1770	艳	1	8273	D1DE
1771	泰	1	6CF0	CCA9
1772	秦	1	79E6	C7D8
1773	珠	1	73E0	D6E9
1774	班	1	73ED	B0E0
1775	素	1	7D20	CBD8
1776	匿	1	533F	C4E4
1777	蚕	1	8695	B2CF
1778	顽	1	987D	CDE7
1779	盏	1	76CF	D5B5
1780	匪	1	532A	B7CB
1781	捞	1	635E	C0CC
1782	栽	1	683D	D4D4
1783	捕	1	6355	B2B6
1784	埂	1	57C2	B9A1
1785	捂	1	6342	CEE6
1786	振	1	632F	D5F1
1787	载	1	8F7D	D4D8
1788	赶	1	8D76	B8CF
1789	起	1	8D77	C6F0
1790	盐	1	76D0	D1CE
1791	捎	1	634E	C9D3
1792	捍	1	634D	BAB4
1793	捏	1	634F	C4F3
1794	埋	1	57CB	C2F1
1795	捉	1	6349	D7BD
1796	捆	1	6346	C0A6
1797	捐	1	6350	BEE8
1798	损	1	635F	CBF0
1799	袁	1	8881	D4AC
1800	捌	1	634C	B0C6
1801	都	1	90FD	B6BC
1802	哲	1	54F2	D5DC
1803	逝	1	901D	CAC5
1804	捡	1	6361	BCF1
1805	挫	1	632B	B4EC
1806	换	1	6362	BBBB
1807	挽	1	633D	CDEC
1808	挚	1	631A	D6BF
1809	热	1	70ED	C8C8
1810	恐	1	6050	BFD6
1811	捣	1	6363	B5B7
1812	壶	1	58F6	BAF8
1813	捅	1	6345	CDB1
1814	埃	1	57C3	B0A3
1815	挨	1	6328	B0A4
1816	耻	1	803B	B3DC
1817	耿	1	803F	B9A2
1818	耽	1	803D	B5A2
1819	聂	1	8042	C4F4
1820	恭	1	606D	B9A7
1821	莽	1	83BD	C3A7
1822	莱	1	83B1	C0B3
1823	莲	1	83B2	C1AB
1824	莫	1	83AB	C4AA
1825	莉	1	8389	C0F2
1826	荷	1	8377	BAC9
1827	获	1	83B7	BBF1
1828	晋	1	664B	BDFA
1829	恶	1	6076	B6F1
1830	莹	1	83B9	D3A8
1831	莺	1	83BA	DDBA
1832	真	1	771F	D5E6
1833	框	1	6846	BFF2
1834	梆	1	6886	B0F0
1835	桂	1	6842	B9F0
1836	桔	1	6854	BDDB
1837	栖	1	6816	C6DC
1838	档	1	6863	B5B5
1839	桐	1	6850	CDA9
1840	株	1	682A	D6EA
1841	桥	1	6865	C7C5
1842	桦	1	6866	E8EB
1843	栓	1	6813	CBA8
1844	桃	1	6843	CCD2
1845	格	1	683C	B8F1
1846	桩	1	6869	D7AE
1847	校	1	6821	D0A3
1848	核	1	6838	BACB
1849	样	1	6837	D1F9
1850	根	1	6839	B8F9
1851	索	1	7D22	CBF7
1852	哥	1	54E5	B8E7
1853	速	1	901F	CBD9
1854	逗	1	9017	B6BA
1855	栗	1	6817	C0F5
1856	贾	1	8D3E	BCD6
1857	酌	1	914C	D7C3
1858	配	1	914D	C5E4
1859	翅	1	7FC5	B3E1
1860	辱	1	8FB1	C8E8
1861	唇	1	5507	B4BD
1862	夏	1	590F	CFC4
1863	砸	1	7838	D4D2
1864	砰	1	7830	C5E9
1865	砾	1	783E	C0F9
1866	础	1	7840	B4A1
1867	破	1	7834	C6C6
1868	原	1	539F	D4AD
1869	套	1	5957	CCD7
1870	逐	1	9010	D6F0
1871	烈	1	70C8	C1D2
1872	殊	1	6B8A	CAE2
1873	殉	1	6B89	D1B3
1874	顾	1	987E	B9CB
1875	轿	1	8F7F	BDCE
1876	较	1	8F83	BDCF
1877	顿	1	987F	B6D9
1878	毙	1	6BD9	B1D0
1879	致	1	81F4	D6C2
1880	柴	1	67F4	B2F1
1881	桌	1	684C	D7C0
1882	虑	1	8651	C2C7
1883	监	1	76D1	BCE0
1884	紧	1	7D27	BDF4
1885	党	1	515A	B5B3
1886	逞	1	901E	B3D1
1887	晒	1	6652	C9B9
1888	眠	1	7720	C3DF
1889	晓	1	6653	CFFE
1890	哮	1	54EE	CFF8
1891	唠	1	5520	DFEB
1892	鸭	1	9E2D	D1BC
1893	晃	1	6643	BBCE
1894	哺	1	54FA	B2B8
1895	晌	1	664C	C9CE
1896	剔	1	5254	CCDE
1897	晕	1	6655	D4CE
1898	蚌	1	868C	B0F6
1899	畔	1	7554	C5CF
1900	蚣	1	86A3	F2BC
1901	蚊	1	868A	CEC3
1902	蚪	1	86AA	F2BD
1903	蚓	1	8693	F2BE
1904	哨	1	54E8	C9DA
1905	哩	1	54E9	C1A8
1906	圃	1	5703	C6D4
1907	哭	1	54ED	BFDE
1908	哦	1	54E6	C5B6
1909	恩	1	6069	B6F7
1910	鸯	1	9E2F	D1EC
1911	唤	1	5524	BBBD
1912	唁	1	5501	D1E4
1913	哼	1	54FC	BADF
1914	唧	1	5527	DFF3
1915	啊	1	554A	B0A1
1916	唉	1	5509	B0A6
1917	唆	1	5506	CBF4
1918	罢	1	7F62	B0D5
1919	峭	1	5CED	C7CD
1920	峨	1	5CE8	B6EB
1921	峰	1	5CF0	B7E5
1922	圆	1	5706	D4B2
1923	峻	1	5CFB	BEFE
1924	贼	1	8D3C	D4F4
1925	贿	1	8D3F	BBDF
1926	赂	1	8D42	C2B8
1927	赃	1	8D43	D4DF
1928	钱	1	94B1	C7AE
1929	钳	1	94B3	C7AF
1930	钻	1	94BB	D7EA
1931	钾	1	94BE	BCD8
1932	铁	1	94C1	CCFA
1933	铃	1	94C3	C1E5
1934	铅	1	94C5	C7A6
1935	缺	1	7F3A	C8B1
1936	氧	1	6C27	D1F5
1937	氨	1	6C28	B0B1
1938	特	1	7279	CCD8
1939	牺	1	727A	CEFE
1940	造	1	9020	D4EC
1941	乘	1	4E58	B3CB
1942	敌	1	654C	B5D0
1943	秤	1	79E4	B3D3
1944	租	1	79DF	D7E2
1945	积	1	79EF	BBFD
1946	秧	1	79E7	D1ED
1947	秩	1	79E9	D6C8
1948	称	1	79F0	B3C6
1949	秘	1	79D8	C3D8
1950	透	1	900F	CDB8
1951	笔	1	7B14	B1CA
1952	笑	1	7B11	D0A6
1953	笋	1	7B0B	CBF1
1954	债	1	503A	D5AE
1955	借	1	501F	BDE8
1956	值	1	503C	D6B5
1957	倚	1	501A	D2D0
1958	俺	1	4FFA	B0B3
1959	倾	1	503E	C7E3
1960	倒	1	5012	B5B9
1961	倘	1	5018	CCC8
1962	俱	1	4FF1	BEE3
1963	倡	1	5021	B3AB
1964	候	1	5019	BAF2
1965	赁	1	8D41	C1DE
1966	俯	1	4FEF	B8A9
1967	倍	1	500D	B1B6
1968	倦	1	5026	BEEB
1969	健	1	5065	BDA1
1970	臭	1	81ED	B3F4
1971	射	1	5C04	C9E4
1972	躬	1	8EAC	B9AA
1973	息	1	606F	CFA2
1974	倔	1	5014	BEF3
1975	徒	1	5F92	CDBD
1976	徐	1	5F90	D0EC
1977	殷	1	6BB7	D2F3
1978	舰	1	8230	BDA2
1979	舱	1	8231	B2D5
1980	般	1	822C	B0E3
1981	航	1	822A	BABD
1982	途	1	9014	CDBE
1983	拿	1	62FF	C4C3
1984	耸	1	8038	CBCA
1985	爹	1	7239	B5F9
1986	舀	1	8200	D2A8
1987	爱	1	7231	B0AE
1988	豺	1	8C7A	B2F2
1989	豹	1	8C79	B1AA
1990	颁	1	9881	B0E4
1991	颂	1	9882	CBCC
1992	翁	1	7FC1	CECC
1993	胰	1	80F0	D2C8
1994	脆	1	8106	B4E0
1995	脂	1	8102	D6AC
1996	胸	1	80F8	D0D8
1997	胳	1	80F3	B8EC
1998	脏	1	810F	D4E0
1999	脐	1	8110	C6EA
2000	胶	1	80F6	BDBA
2001	脑	1	8111	C4D4
2002	脓	1	8113	C5A7
2003	逛	1	901B	B9E4
2004	狸	1	72F8	C0EA
2005	狼	1	72FC	C0C7
2006	卿	1	537F	C7E4
2007	逢	1	9022	B7EA
2008	鸵	1	9E35	CDD2
2009	留	1	7559	C1F4
2010	鸳	1	9E33	D4A7
2011	皱	1	76B1	D6E5
2012	饿	1	997F	B6F6
2013	馁	1	9981	C4D9
2014	凌	1	51CC	C1E8
2015	凄	1	51C4	C6E0
2016	恋	1	604B	C1B5
2017	桨	1	6868	BDB0
2018	浆	1	6D46	BDAC
2019	衰	1	8870	CBA5
2020	衷	1	8877	D6D4
2021	高	1	9AD8	B8DF
2022	郭	1	90ED	B9F9
2023	席	1	5E2D	CFAF
2024	准	1	51C6	D7BC
2025	座	1	5EA7	D7F9
2026	症	1	75C7	D6A2
2027	病	1	75C5	B2A1
2028	疾	1	75BE	BCB2
2029	斋	1	658B	D5AB
2030	疹	1	75B9	D5EE
2031	疼	1	75BC	CCDB
2032	疲	1	75B2	C6A3
2033	脊	1	810A	BCB9
2034	效	1	6548	D0A7
2035	离	1	79BB	C0EB
2036	紊	1	7D0A	CEC9
2037	唐	1	5510	CCC6
2038	瓷	1	74F7	B4C9
2039	资	1	8D44	D7CA
2040	凉	1	51C9	C1B9
2041	站	1	7AD9	D5BE
2042	剖	1	5256	C6CA
2043	竞	1	7ADE	BEBA
2044	部	1	90E8	B2BF
2045	旁	1	65C1	C5D4
2046	旅	1	65C5	C2C3
2047	畜	1	755C	D0F3
2048	阅	1	9605	D4C4
2049	羞	1	7F9E	D0DF
2050	羔	1	7F94	B8E1
2051	瓶	1	74F6	C6BF
2052	拳	1	62F3	C8AD
2053	粉	1	7C89	B7DB
2054	料	1	6599	C1CF
2055	益	1	76CA	D2E6
2056	兼	1	517C	BCE6
2057	烤	1	70E4	BFBE
2058	烘	1	70D8	BAE6
2059	烦	1	70E6	B7B3
2060	烧	1	70E7	C9D5
2061	烛	1	70DB	D6F2
2062	烟	1	70DF	D1CC
2063	烙	1	70D9	C0D3
2064	递	1	9012	B5DD
2065	涛	1	6D9B	CCCE
2066	浙	1	6D59	D5E3
2067	涝	1	6D9D	C0D4
2068	浦	1	6D66	C6D6
2069	酒	1	9152	BEC6
2070	涉	1	6D89	C9E6
2071	消	1	6D88	CFFB
2072	涡	1	6DA1	CED0
2073	浩	1	6D69	BAC6
2074	海	1	6D77	BAA3
2075	涂	1	6D82	CDBF
2076	浴	1	6D74	D4A1
2077	浮	1	6D6E	B8A1
2078	涣	1	6DA3	BBC1
2079	涤	1	6DA4	B5D3
2080	流	1	6D41	C1F7
2081	润	1	6DA6	C8F3
2082	涧	1	6DA7	BDA7
2083	涕	1	6D95	CCE9
2084	浪	1	6D6A	C0CB
2085	浸	1	6D78	BDFE
2086	涨	1	6DA8	D5C7
2087	烫	1	70EB	CCCC
2088	涩	1	6DA9	C9AC
2089	涌	1	6D8C	D3BF
2090	悖	1	6096	E3A3
2091	悟	1	609F	CEF2
2092	悄	1	6084	C7C4
2093	悍	1	608D	BAB7
2094	悔	1	6094	BBDA
2095	悯	1	60AF	C3F5
2096	悦	1	60A6	D4C3
2097	害	1	5BB3	BAA6
2098	宽	1	5BBD	BFED
2099	家	1	5BB6	BCD2
2100	宵	1	5BB5	CFFC
2101	宴	1	5BB4	D1E7
2102	宾	1	5BBE	B1F6
2103	窍	1	7A8D	C7CF
2104	窄	1	7A84	D5AD
2105	容	1	5BB9	C8DD
2106	宰	1	5BB0	D4D7
2107	案	1	6848	B0B8
2108	请	1	8BF7	C7EB
2109	朗	1	6717	C0CA
2110	诸	1	8BF8	D6EE
2111	诺	1	8BFA	C5B5
2112	读	1	8BFB	B6C1
2113	扇	1	6247	C9C8
2114	诽	1	8BFD	B7CC
2115	袜	1	889C	CDE0
2116	袖	1	8896	D0E4
2117	袍	1	888D	C5DB
2118	被	1	88AB	B1BB
2119	祥	1	7965	CFE9
2120	课	1	8BFE	BFCE
2121	冥	1	51A5	DAA4
2122	谁	1	8C01	CBAD
2123	调	1	8C03	B5F7
2124	冤	1	51A4	D4A9
2125	谅	1	8C05	C1C2
2126	谆	1	8C06	D7BB
2127	谈	1	8C08	CCB8
2128	谊	1	8C0A	D2EA
2129	剥	1	5265	B0FE
2130	恳	1	6073	BFD2
2131	展	1	5C55	D5B9
2132	剧	1	5267	BEE7
2133	屑	1	5C51	D0BC
2134	弱	1	5F31	C8F5
2135	陵	1	9675	C1EA
2136	祟	1	795F	CBEE
2137	陶	1	9676	CCD5
2138	陷	1	9677	CFDD
2139	陪	1	966A	C5E3
2140	娱	1	5A31	D3E9
2141	娟	1	5A1F	BEEA
2142	恕	1	6055	CBA1
2143	娥	1	5A25	B6F0
2144	娘	1	5A18	C4EF
2145	通	1	901A	CDA8
2146	能	1	80FD	C4DC
2147	难	1	96BE	C4D1
2148	预	1	9884	D4A4
2149	桑	1	6851	C9A3
2150	绢	1	7EE2	BEEE
2151	绣	1	7EE3	D0E5
2152	验	1	9A8C	D1E9
2153	继	1	7EE7	BCCC
2154	骏	1	9A8F	BFA5
2155	球	1	7403	C7F2
2156	琐	1	7410	CBF6
2157	理	1	7406	C0ED
2158	琉	1	7409	C1F0
2159	琅	1	7405	C0C5
2160	捧	1	6367	C5F5
2161	堵	1	5835	B6C2
2162	措	1	63AA	B4EB
2163	描	1	63CF	C3E8
2164	域	1	57DF	D3F2
2165	捺	1	637A	DEE0
2166	掩	1	63A9	D1DA
2167	捷	1	6377	BDDD
2168	排	1	6392	C5C5
2169	焉	1	7109	D1C9
2170	掉	1	6389	B5F4
2171	捶	1	6376	B4B7
2172	赦	1	8D66	C9E2
2173	堆	1	5806	B6D1
2174	推	1	63A8	CDC6
2175	埠	1	57E0	B2BA
2176	掀	1	6380	CFC6
2177	授	1	6388	CADA
2178	捻	1	637B	C4ED
2179	教	1	6559	BDCC
2180	掏	1	638F	CCCD
2181	掐	1	6390	C6FE
2182	掠	1	63A0	C2D3
2183	掂	1	6382	B5E0
2184	培	1	57F9	C5E0
2185	接	1	63A5	BDD3
2186	掷	1	63B7	D6C0
2187	控	1	63A7	BFD8
2188	探	1	63A2	CCBD
2189	据	1	636E	BEDD
2190	掘	1	6398	BEF2
2191	掺	1	63BA	B2F4
2192	职	1	804C	D6B0
2193	基	1	57FA	BBF9
2194	聆	1	8046	F1F6
2195	勘	1	52D8	BFB1
2196	聊	1	804A	C1C4
2197	娶	1	5A36	C8A2
2198	著	1	8457	D6F8
2199	菱	1	83F1	C1E2
2200	勒	1	52D2	C0D5
2201	黄	1	9EC4	BBC6
2202	菲	1	83F2	B7C6
2203	萌	1	840C	C3C8
2204	萝	1	841D	C2DC
2205	菌	1	83CC	BEFA
2206	萎	1	840E	CEAE
2207	菜	1	83DC	B2CB
2208	萄	1	8404	CCD1
2209	菊	1	83CA	BED5
2210	菩	1	83E9	C6D0
2211	萍	1	840D	C6BC
2212	菠	1	83E0	B2A4
2213	萤	1	8424	D3A9
2214	营	1	8425	D3AA
2215	乾	1	4E7E	C7AC
2216	萧	1	8427	CFF4
2217	萨	1	8428	C8F8
2218	菇	1	83C7	B9BD
2219	械	1	68B0	D0B5
2220	彬	1	5F6C	B1F2
2221	梦	1	68A6	C3CE
2222	婪	1	5A6A	C0B7
2223	梗	1	6897	B9A3
2224	梧	1	68A7	CEE0
2225	梢	1	68A2	C9D2
2226	梅	1	6885	C3B7
2227	检	1	68C0	BCEC
2228	梳	1	68B3	CAE1
2229	梯	1	68AF	CCDD
2230	桶	1	6876	CDB0
2231	梭	1	68AD	CBF3
2232	救	1	6551	BEC8
2233	曹	1	66F9	B2DC
2234	副	1	526F	B8B1
2235	票	1	7968	C6B1
2236	酝	1	915D	D4CD
2237	酗	1	9157	D0EF
2238	厢	1	53A2	CFE1
2239	戚	1	621A	C6DD
2240	硅	1	7845	B9E8
2241	硕	1	7855	CBB6
2242	奢	1	5962	C9DD
2243	盔	1	76D4	BFF8
2244	爽	1	723D	CBAC
2245	聋	1	804B	C1FB
2246	袭	1	88AD	CFAE
2247	盛	1	76DB	CAA2
2248	匾	1	533E	D8D2
2249	雪	1	96EA	D1A9
2250	辅	1	8F85	B8A8
2251	辆	1	8F86	C1BE
2252	颅	1	9885	C2AD
2253	虚	1	865A	D0E9
2254	彪	1	5F6A	B1EB
2255	雀	1	96C0	C8B8
2256	堂	1	5802	CCC3
2257	常	1	5E38	B3A3
2258	眶	1	7736	BFF4
2259	匙	1	5319	B3D7
2260	晨	1	6668	B3BF
2261	睁	1	7741	D5F6
2262	眯	1	772F	C3D0
2263	眼	1	773C	D1DB
2264	悬	1	60AC	D0FC
2265	野	1	91CE	D2B0
2266	啪	1	556A	C5BE
2267	啦	1	5566	C0B2
2268	曼	1	66FC	C2FC
2269	晦	1	6666	BBDE
2270	晚	1	665A	CDED
2271	啄	1	5544	D7C4
2272	啡	1	5561	B7C8
2273	距	1	8DDD	BEE0
2274	趾	1	8DBE	D6BA
2275	啃	1	5543	BFD0
2276	跃	1	8DC3	D4BE
2277	略	1	7565	C2D4
2278	蚯	1	86AF	F2C7
2279	蛀	1	86C0	D6FB
2280	蛇	1	86C7	C9DF
2281	唬	1	552C	BBA3
2282	累	1	7D2F	C0DB
2283	鄂	1	9102	B6F5
2284	唱	1	5531	B3AA
2285	患	1	60A3	BBBC
2286	啰	1	5570	86AA
2287	唾	1	553E	CDD9
2288	唯	1	552F	CEA8
2289	啤	1	5564	C6A1
2290	啥	1	5565	C9B6
2291	啸	1	5578	D0A5
2292	崖	1	5D16	D1C2
2293	崎	1	5D0E	C6E9
2294	崭	1	5D2D	D5B8
2295	逻	1	903B	C2DF
2296	崔	1	5D14	B4DE
2297	帷	1	5E37	E1A1
2298	崩	1	5D29	B1C0
2299	崇	1	5D07	B3E7
2300	崛	1	5D1B	E1C8
2301	婴	1	5A74	D3A4
2302	圈	1	5708	C8A6
2303	铐	1	94D0	EEED
2304	铛	1	94DB	EEF5
2305	铝	1	94DD	C2C1
2306	铜	1	94DC	CDAD
2307	铭	1	94ED	C3FA
2308	铲	1	94F2	B2F9
2309	银	1	94F6	D2F8
2310	矫	1	77EB	BDC3
2311	甜	1	751C	CCF0
2312	秸	1	79F8	BDD5
2313	梨	1	68A8	C0E6
2314	犁	1	7281	C0E7
2315	秽	1	79FD	BBE0
2316	移	1	79FB	D2C6
2317	笨	1	7B28	B1BF
2318	笼	1	7B3C	C1FD
2319	笛	1	7B1B	B5D1
2320	笙	1	7B19	F3CF
2321	符	1	7B26	B7FB
2322	第	1	7B2C	B5DA
2323	敏	1	654F	C3F4
2324	做	1	505A	D7F6
2325	袋	1	888B	B4FC
2326	悠	1	60A0	D3C6
2327	偿	1	507F	B3A5
2328	偶	1	5076	C5BC
2329	偎	1	504E	D9CB
2330	偷	1	5077	CDB5
2331	您	1	60A8	C4FA
2332	售	1	552E	CADB
2333	停	1	505C	CDA3
2334	偏	1	504F	C6AB
2335	躯	1	8EAF	C7FB
2336	兜	1	515C	B6B5
2337	假	1	5047	BCD9
2338	衅	1	8845	D0C6
2339	徘	1	5F98	C5C7
2340	徙	1	5F99	E1E3
2341	得	1	5F97	B5C3
2342	衔	1	8854	CFCE
2343	盘	1	76D8	C5CC
2344	舶	1	8236	B2B0
2345	船	1	8239	B4AC
2346	舵	1	8235	B6E6
2347	斜	1	659C	D0B1
2348	盒	1	76D2	BAD0
2349	鸽	1	9E3D	B8EB
2350	敛	1	655B	C1B2
2351	悉	1	6089	CFA4
2352	欲	1	6B32	D3FB
2353	彩	1	5F69	B2CA
2354	领	1	9886	C1EC
2355	脚	1	811A	BDC5
2356	脖	1	8116	B2B1
2357	脯	1	812F	B8AC
2358	豚	1	8C5A	EBE0
2359	脸	1	8138	C1B3
2360	脱	1	8131	CDD1
2361	象	1	8C61	CFF3
2362	够	1	591F	B9BB
2363	逸	1	9038	D2DD
2364	猜	1	731C	B2C2
2365	猪	1	732A	D6ED
2366	猎	1	730E	C1D4
2367	猫	1	732B	C3A8
2368	凰	1	51F0	BBCB
2369	猖	1	7316	B2FE
2370	猛	1	731B	C3CD
2371	祭	1	796D	BCC0
2372	馅	1	9985	CFDA
2373	馆	1	9986	B9DD
2374	凑	1	51D1	B4D5
2375	减	1	51CF	BCF5
2376	毫	1	6BEB	BAC1
2377	烹	1	70F9	C5EB
2378	庶	1	5EB6	CAFC
2379	麻	1	9EBB	C2E9
2380	庵	1	5EB5	E2D6
2381	痊	1	75CA	C8AC
2382	痒	1	75D2	D1F7
2383	痕	1	75D5	BADB
2384	廊	1	5ECA	C0C8
2385	康	1	5EB7	BFB5
2386	庸	1	5EB8	D3B9
2387	鹿	1	9E7F	C2B9
2388	盗	1	76D7	B5C1
2389	章	1	7AE0	D5C2
2390	竟	1	7ADF	BEB9
2391	商	1	5546	C9CC
2392	族	1	65CF	D7E5
2393	旋	1	65CB	D0FD
2394	望	1	671B	CDFB
2395	率	1	7387	C2CA
2396	阎	1	960E	D1D6
2397	阐	1	9610	B2FB
2398	着	1	7740	D7C5
2399	羚	1	7F9A	C1E7
2400	盖	1	76D6	B8C7
2401	眷	1	7737	BEEC
2402	粘	1	7C98	D5B3
2403	粗	1	7C97	B4D6
2404	粒	1	7C92	C1A3
2405	断	1	65AD	B6CF
2406	剪	1	526A	BCF4
2407	兽	1	517D	CADE
2408	焊	1	710A	BAB8
2409	焕	1	7115	BBC0
2410	清	1	6E05	C7E5
2411	添	1	6DFB	CCED
2412	鸿	1	9E3F	BAE8
2413	淋	1	6DCB	C1DC
2414	涯	1	6DAF	D1C4
2415	淹	1	6DF9	D1CD
2416	渠	1	6E20	C7FE
2417	渐	1	6E10	BDA5
2418	淑	1	6DD1	CAE7
2419	淌	1	6DCC	CCCA
2420	混	1	6DF7	BBEC
2421	淮	1	6DEE	BBB4
2422	淆	1	6DC6	CFFD
2423	渊	1	6E0A	D4A8
2424	淫	1	6DEB	D2F9
2425	渔	1	6E14	D3E6
2426	淘	1	6DD8	CCD4
2427	淳	1	6DF3	B4BE
2428	液	1	6DB2	D2BA
2429	淤	1	6DE4	D3D9
2430	淡	1	6DE1	B5AD
2431	淀	1	6DC0	B5ED
2432	深	1	6DF1	C9EE
2433	涮	1	6DAE	E4CC
2434	涵	1	6DB5	BAAD
2435	婆	1	5A46	C6C5
2436	梁	1	6881	C1BA
2437	渗	1	6E17	C9F8
2438	情	1	60C5	C7E9
2439	惜	1	60DC	CFA7
2440	惭	1	60ED	B2D1
2441	悼	1	60BC	B5BF
2442	惧	1	60E7	BEE5
2443	惕	1	60D5	CCE8
2444	惟	1	60DF	CEA9
2445	惊	1	60CA	BEAA
2446	惦	1	60E6	B5EB
2447	悴	1	60B4	E3B2
2448	惋	1	60CB	CDEF
2449	惨	1	60E8	B2D2
2450	惯	1	60EF	B9DF
2451	寇	1	5BC7	BFDC
2452	寅	1	5BC5	D2FA
2453	寄	1	5BC4	BCC4
2454	寂	1	5BC2	BCC5
2455	宿	1	5BBF	CBDE
2456	窒	1	7A92	D6CF
2457	窑	1	7A91	D2A4
2458	密	1	5BC6	C3DC
2459	谋	1	8C0B	C4B1
2460	谍	1	8C0D	B5FD
2461	谎	1	8C0E	BBD1
2462	谐	1	8C10	D0B3
2463	袱	1	88B1	B8A4
2464	祷	1	7977	B5BB
2465	祸	1	7978	BBF6
2466	谓	1	8C13	CEBD
2467	谚	1	8C1A	D1E8
2468	谜	1	8C1C	C3D5
2469	逮	1	902E	B4FE
2470	敢	1	6562	B8D2
2471	尉	1	5C09	CEBE
2472	屠	1	5C60	CDC0
2473	弹	1	5F39	B5AF
2474	隋	1	968B	CBE5
2475	堕	1	5815	B6E9
2476	随	1	968F	CBE6
2477	蛋	1	86CB	B5B0
2478	隅	1	9685	D3E7
2479	隆	1	9686	C2A1
2480	隐	1	9690	D2FE
2481	婚	1	5A5A	BBE9
2482	婶	1	5A76	C9F4
2483	婉	1	5A49	CDF1
2484	颇	1	9887	C6C4
2485	颈	1	9888	BEB1
2486	绩	1	7EE9	BCA8
2487	绪	1	7EEA	D0F7
2488	续	1	7EED	D0F8
2489	骑	1	9A91	C6EF
2490	绰	1	7EF0	B4C2
2491	绳	1	7EF3	C9FE
2492	维	1	7EF4	CEAC
2493	绵	1	7EF5	C3E0
2494	绷	1	7EF7	B1C1
2495	绸	1	7EF8	B3F1
2496	综	1	7EFC	D7DB
2497	绽	1	7EFD	D5C0
2498	绿	1	7EFF	C2CC
2499	缀	1	7F00	D7BA
2500	巢	1	5DE2	B3B2
2501	琴	1	7434	C7D9
2502	琳	1	7433	C1D5
2503	琢	1	7422	D7C1
2504	琼	1	743C	C7ED
2505	斑	1	6591	B0DF
2506	替	1	66FF	CCE6
2507	揍	1	63CD	D7E1
2508	款	1	6B3E	BFEE
2509	堪	1	582A	BFB0
2510	塔	1	5854	CBFE
2511	搭	1	642D	B4EE
2512	堰	1	5830	D1DF
2513	揩	1	63E9	BFAB
2514	越	1	8D8A	D4BD
2515	趁	1	8D81	B3C3
2516	趋	1	8D8B	C7F7
2517	超	1	8D85	B3AC
2518	揽	1	63FD	C0BF
2519	堤	1	5824	B5CC
2520	提	1	63D0	CCE1
2521	博	1	535A	B2A9
2522	揭	1	63ED	BDD2
2523	喜	1	559C	CFB2
2524	彭	1	5F6D	C5ED
2525	揣	1	63E3	B4A7
2526	插	1	63D2	B2E5
2527	揪	1	63EA	BEBE
2528	搜	1	641C	CBD1
2529	煮	1	716E	D6F3
2530	援	1	63F4	D4AE
2531	搀	1	6400	B2F3
2532	裁	1	88C1	B2C3
2533	搁	1	6401	B8E9
2534	搓	1	6413	B4EA
2535	搂	1	6402	C2A7
2536	搅	1	6405	BDC1
2537	壹	1	58F9	D2BC
2538	握	1	63E1	CED5
2539	搔	1	6414	C9A6
2540	揉	1	63C9	C8E0
2541	斯	1	65AF	CBB9
2542	期	1	671F	C6DA
2543	欺	1	6B3A	C6DB
2544	联	1	8054	C1AA
2545	葫	1	846B	BAF9
2546	散	1	6563	C9A2
2547	惹	1	60F9	C8C7
2548	葬	1	846C	D4E1
2549	募	1	52DF	C4BC
2550	葛	1	845B	B8F0
2551	董	1	8463	B6AD
2552	葡	1	8461	C6CF
2553	敬	1	656C	BEB4
2554	葱	1	8471	B4D0
2555	蒋	1	848B	BDAF
2556	蒂	1	8482	B5D9
2557	落	1	843D	C2E4
2558	韩	1	97E9	BAAB
2559	朝	1	671D	B3AF
2560	辜	1	8F9C	B9BC
2561	葵	1	8475	BFFB
2562	棒	1	68D2	B0F4
2563	棱	1	68F1	C0E2
2564	棋	1	68CB	C6E5
2565	椰	1	6930	D2AC
2566	植	1	690D	D6B2
2567	森	1	68EE	C9AD
2568	焚	1	711A	B7D9
2569	椅	1	6905	D2CE
2570	椒	1	6912	BDB7
2571	棵	1	68F5	BFC3
2572	棍	1	68CD	B9F7
2573	椎	1	690E	D7B5
2574	棉	1	68C9	C3DE
2575	棚	1	68DA	C5EF
2576	棕	1	68D5	D7D8
2577	棺	1	68FA	B9D7
2578	榔	1	6994	C0C6
2579	椭	1	692D	CDD6
2580	惠	1	60E0	BBDD
2581	惑	1	60D1	BBF3
2582	逼	1	903C	B1C6
2583	粟	1	7C9F	CBDA
2584	棘	1	68D8	BCAC
2585	酣	1	9163	BAA8
2586	酥	1	9165	CBD6
2587	厨	1	53A8	B3F8
2588	厦	1	53A6	CFC3
2589	硬	1	786C	D3B2
2590	硝	1	785D	CFF5
2591	确	1	786E	C8B7
