序号	汉字	级别	GB/T 13000	GB 18030
3423	臊	1	81CA	EBFD
3424	鳄	1	9CC4	F6F9
3425	癌	1	764C	B0A9
3426	辫	1	8FAB	B1E8
3427	赢	1	8D62	D3AE
3428	糟	1	7CDF	D4E3
3429	糠	1	7CE0	BFB7
3430	燥	1	71E5	D4EF
3431	懦	1	61E6	C5B3
3432	豁	1	8C41	BBED
3433	臀	1	81C0	CDCE
3434	臂	1	81C2	B1DB
3435	翼	1	7FFC	D2ED
3436	骤	1	9AA4	D6E8
3437	藕	1	85D5	C5BA
3438	鞭	1	97AD	B1DE
3439	藤	1	85E4	CCD9
3440	覆	1	8986	B8B2
3441	瞻	1	77BB	D5B0
3442	蹦	1	8E66	B1C4
3443	嚣	1	56A3	CFF9
3444	镰	1	9570	C1AD
3445	翻	1	7FFB	B7AD
3446	鳍	1	9CCD	F7A2
3447	鹰	1	9E70	D3A5
3448	瀑	1	7011	C6D9
3449	襟	1	895F	BDF3
3450	璧	1	74A7	E8B5
3451	戳	1	6233	B4C1
3452	孽	1	5B7D	C4F5
3453	警	1	8B66	BEAF
3454	蘑	1	8611	C4A2
3455	藻	1	85FB	D4E5
3456	攀	1	6500	C5CA
3457	曝	1	66DD	C6D8
3458	蹲	1	8E72	B6D7
3459	蹭	1	8E6D	B2E4
3460	蹬	1	8E6C	B5C5
3461	巅	1	5DC5	E1DB
3462	簸	1	7C38	F4A4
3463	簿	1	7C3F	B2BE
3464	蟹	1	87F9	D0B7
3465	颤	1	98A4	B2FC
3466	靡	1	9761	C3D2
3467	癣	1	7663	D1A2
3468	瓣	1	74E3	B0EA
3469	羹	1	7FB9	B8FE
3470	鳖	1	9CD6	B1EE
3471	爆	1	7206	B1AC
3472	疆	1	7586	BDAE
3473	鬓	1	9B13	F7DE
3474	壤	1	58E4	C8C0
3475	馨	1	99A8	DCB0
3476	耀	1	8000	D2AB
3477	躁	1	8E81	D4EA
3478	蠕	1	8815	C8E4
3479	嚼	1	56BC	BDC0
3480	嚷	1	56B7	C8C2
3481	巍	1	5DCD	CEA1
3482	籍	1	7C4D	BCAE
3483	鳞	1	9CDE	C1DB
3484	魔	1	9B54	C4A7
3485	糯	1	7CEF	C5B4
3486	灌	1	704C	B9E0
3487	譬	1	8B6C	C6A9
3488	蠢	1	8822	B4C0
3489	霸	1	9738	B0D4
3490	露	1	9732	C2B6
3491	霹	1	9739	C5F9
3492	躏	1	8E8F	F5EF
3493	黯	1	9EEF	F7F6
3494	髓	1	9AD3	CBE8
3495	赣	1	8D63	B8D3
3496	囊	1	56CA	C4D2
3497	镶	1	9576	CFE2
3498	瓤	1	74E4	C8BF
3499	罐	1	7F50	B9DE
3500	矗	1	77D7	B4A3
3501	乂	2	4E42	8156
3502	乜	2	4E5C	D8BF
3503	兀	2	5140	D8A3
3504	弋	2	5F0B	DFAE
3505	孑	2	5B51	E6DD
3506	孓	2	5B53	E6DE
3507	幺	2	5E7A	E7DB
3508	亓	2	4E93	D8C1
3509	韦	2	97E6	CEA4
3510	廿	2	5EFF	D8A5
3511	丏	2	4E0F	8144
3512	卅	2	5345	D8A6
3513	仄	2	4EC4	D8C6
3514	厄	2	5384	B6F2
3515	仃	2	4EC3	D8EA
3516	仉	2	4EC9	D8EB
3517	仂	2	4EC2	D8EC
3518	兮	2	516E	D9E2
3519	刈	2	5208	D8D7
3520	爻	2	723B	D8B3
3521	卞	2	535E	B1E5
3522	闩	2	95E9	E3C5
3523	讣	2	8BA3	B8BC
3524	尹	2	5C39	D2FC
3525	夬	2	592C	89F8
3526	爿	2	723F	E3DD
3527	毋	2	6BCB	CEE3
3528	邗	2	9097	DAF5
3529	邛	2	909B	DAF6
3530	艽	2	827D	DCB4
3531	艿	2	827F	DCB5
3532	札	2	672D	D4FD
3533	叵	2	53F5	D8CF
3534	匝	2	531D	D4D1
3535	丕	2	4E15	D8A7
3536	匜	2	531C	8546
3537	劢	2	52A2	DBBD
3538	卟	2	535F	DFB2
3539	叱	2	53F1	DFB3
3540	叻	2	53FB	DFB7
3541	仨	2	4EE8	D8ED
3542	仕	2	4ED5	CACB
3543	仟	2	4EDF	C7AA
3544	仡	2	4EE1	D8EE
3545	仫	2	4EEB	D8EF
3546	仞	2	4EDE	D8F0
3547	卮	2	536E	D8B4
3548	氐	2	6C10	D8B5
3549	犰	2	72B0	E1EC
3550	刍	2	520D	DBBB
3551	邝	2	909D	DAF7
3552	邙	2	9099	DAF8
3553	汀	2	6C40	CDA1
3554	讦	2	8BA6	DAA6
3555	讧	2	8BA7	DAA7
3556	讪	2	8BAA	DAA8
3557	讫	2	8BAB	C6FD
3558	尻	2	5C3B	E5EA
3559	阡	2	9621	DAE4
3560	尕	2	5C15	E6D8
3561	弁	2	5F01	DBCD
3562	驭	2	9A6D	D4A6
3563	匡	2	5321	BFEF
3564	耒	2	8012	F1E7
3565	玎	2	738E	E7E0
3566	玑	2	7391	E7E1
3567	邢	2	90A2	D0CF
3568	圩	2	5729	DBD7
3569	圬	2	572C	DBD8
3570	圭	2	572D	B9E7
3571	扦	2	6266	C7A4
3572	圪	2	572A	DBD9
3573	圳	2	5733	DBDA
3574	圹	2	5739	DBDB
3575	扪	2	626A	DED1
3576	圮	2	572E	DBDC
3577	圯	2	572F	DBDD
3578	芊	2	828A	DCB7
3579	芍	2	828D	C9D6
3580	芄	2	8284	DCB9
3581	芨	2	82A8	DCB8
3582	芑	2	8291	DCBB
3583	芎	2	828E	DCBA
3584	芗	2	8297	DCBC
3585	亘	2	4E98	D8A8
3586	厍	2	538D	D8C7
3587	夼	2	593C	DEC5
3588	戍	2	620D	CAF9
3589	尥	2	5C25	DECD
3590	乩	2	4E69	D8C0
3591	旯	2	65EF	EAB9
3592	曳	2	66F3	D2B7
3593	岌	2	5C8C	E1A7
3594	屺	2	5C7A	E1A8
3595	凼	2	51FC	DBCA
3596	囡	2	56E1	E0EF
3597	钇	2	9487	EEC6
3598	缶	2	7F36	F3BE
3599	氘	2	6C18	EBAE
3600	氖	2	6C16	C4CA
3601	牝	2	725D	EAF2
3602	伎	2	4F0E	BCBF
3603	伛	2	4F1B	D8F1
3604	伢	2	4F22	D8F3
3605	佤	2	4F64	D8F4
3606	仵	2	4EF5	D8F5
3607	伥	2	4F25	D8F6
3608	伧	2	4F27	D8F7
3609	伉	2	4F09	D8F8
3610	伫	2	4F2B	D8F9
3611	囟	2	56DF	D8B6
3612	汆	2	6C46	D9E0
3613	刖	2	5216	EBBE
3614	夙	2	5919	D9ED
3615	旮	2	65EE	EAB8
3616	刎	2	520E	D8D8
3617	犷	2	72B7	E1EE
3618	犸	2	72B8	E1EF
3619	舛	2	821B	E2B6
3620	凫	2	51EB	D9EC
3621	邬	2	90AC	DAF9
3622	饧	2	9967	E2BC
3623	汕	2	6C55	C9C7
3624	汔	2	6C54	E3E0
3625	汐	2	6C50	CFAB
3626	汲	2	6C72	BCB3
3627	汜	2	6C5C	E3E1
3628	汊	2	6C4A	E3E2
3629	忖	2	5FD6	E2E2
3630	忏	2	5FCF	E2E3
3631	讴	2	8BB4	DAA9
3632	讵	2	8BB5	DAAA
3633	祁	2	7941	C6EE
3634	讷	2	8BB7	DAAB
3635	聿	2	807F	EDB2
3636	艮	2	826E	F4DE
3637	厾	2	53BE	85A0
3638	阱	2	9631	DAE5
3639	阮	2	962E	C8EE
3640	阪	2	962A	DAE6
3641	丞	2	4E1E	D8A9
3642	妁	2	5981	E5F9
3643	牟	2	725F	C4B2
3644	纡	2	7EA1	E6FA
3645	纣	2	7EA3	E6FB
3646	纥	2	7EA5	E6FC
3647	纨	2	7EA8	E6FD
3648	玕	2	7395	AB5C
3649	玙	2	7399	AB5F
3650	抟	2	629F	DED2
3651	抔	2	6294	9267
3652	圻	2	573B	DBDF
3653	坂	2	5742	DBE0
3654	坍	2	574D	CCAE
3655	坞	2	575E	CEEB
3656	抃	2	6283	925C
3657	抉	2	6289	BEF1
3658	㧐	2	39D0	FE65
3659	芫	2	82AB	DCBE
3660	邯	2	90AF	BAAA
3661	芸	2	82B8	DCBF
3662	芾	2	82BE	DCC0
3663	苈	2	82C8	DCC2
3664	苣	2	82E3	DCC4
3665	芷	2	82B7	DCC6
3666	芮	2	82AE	DCC7
3667	苋	2	82CB	DCC8
3668	芼	2	82BC	C664
3669	苌	2	82CC	DCC9
3670	苁	2	82C1	DCCA
3671	芩	2	82A9	DCCB
3672	芪	2	82AA	DCCE
3673	芡	2	82A1	DCCD
3674	芟	2	829F	DCCF
3675	苄	2	82C4	DCD0
3676	苎	2	82CE	DCD1
3677	苡	2	82E1	DCD3
3678	杌	2	674C	E8BB
3679	杓	2	6753	E8BC
3680	杞	2	675E	E8BD
3681	杈	2	6748	E8BE
3682	忑	2	5FD1	ECFD
3683	孛	2	5B5B	D8C3
3684	邴	2	90B4	DAFB
3685	邳	2	90B3	DAFC
3686	矶	2	77F6	EDB6
3687	奁	2	5941	DEC6
3688	豕	2	8C55	F5B9
3689	忒	2	5FD2	DFAF
3690	欤	2	6B24	ECA3
3691	轫	2	8F6B	E9ED
3692	迓	2	8FD3	E5C2
3693	邶	2	90B6	DAFD
3694	忐	2	5FD0	ECFE
3695	卣	2	5363	D8D5
3696	邺	2	90BA	DAFE
3697	旰	2	65F0	EABA
3698	呋	2	544B	DFBB
3699	呒	2	5452	DFBC
3700	呓	2	5453	DFBD
3701	呔	2	5454	DFBE
3702	呖	2	5456	DFBF
3703	呃	2	5443	DFC0
3704	旸	2	65F8	9544
3705	吡	2	5421	DFC1
3706	町	2	753A	EEAE
3707	虬	2	866C	F2B0
3708	呗	2	5457	DFC2
3709	吽	2	543D	85CB
3710	吣	2	5423	DFC4
3711	吲	2	5432	DFC5
3712	帏	2	5E0F	E0F8
3713	岐	2	5C90	E1AA
3714	岈	2	5C88	E1AC
3715	岘	2	5C98	E1AD
3716	岑	2	5C91	E1AF
3717	岚	2	5C9A	E1B0
3718	兕	2	5155	D9EE
3719	囵	2	56F5	E0F0
3720	囫	2	56EB	E0F1
3721	钊	2	948A	EEC8
3722	钋	2	948B	EEC7
3723	钌	2	948C	EEC9
3724	迕	2	8FD5	E5C3
3725	氙	2	6C19	EBAF
3726	氚	2	6C1A	EBB0
3727	牤	2	7264	A0AF
3728	佞	2	4F5E	D8FA
3729	邱	2	90B1	C7F1
3730	攸	2	6538	D8FC
3731	佚	2	4F5A	D8FD
3732	佝	2	4F5D	D8FE
3733	佟	2	4F5F	D9A1
3734	佗	2	4F57	D9A2
3735	伽	2	4F3D	D9A4
3736	彷	2	5F77	E1DD
3737	佘	2	4F58	D9DC
3738	佥	2	4F65	D9DD
3739	孚	2	5B5A	E6DA
3740	豸	2	8C78	F5F4
3741	坌	2	574C	DBD0
3742	肟	2	809F	EBBF
3743	邸	2	90B8	DBA1
3744	奂	2	5942	DBBC
3745	劬	2	52AC	DBBE
3746	狄	2	72C4	B5D2
3747	狁	2	72C1	E1F1
3748	鸠	2	9E20	F0AF
3749	邹	2	90B9	D7DE
3750	饨	2	9968	E2BD
3751	饩	2	9969	E2BE
3752	饪	2	996A	E2BF
3753	饫	2	996B	E2C0
3754	饬	2	996C	E2C1
3755	亨	2	4EA8	BAE0
3756	庑	2	5E91	E2D0
3757	庋	2	5E8B	E2D1
3758	疔	2	7594	F0DB
3759	疖	2	7596	F0DC
3760	肓	2	8093	EBC1
3761	闱	2	95F1	E3C7
3762	闳	2	95F3	E3C8
3763	闵	2	95F5	E3C9
3764	羌	2	7F8C	C7BC
3765	炀	2	7080	ECBE
3766	沣	2	6CA3	E3E3
3767	沅	2	6C85	E3E4
3768	沔	2	6C94	E3E6
3769	沤	2	6CA4	C5BD
3770	沌	2	6C8C	E3E7
3771	沏	2	6C8F	C6E3
3772	沚	2	6C9A	9B62
3773	汩	2	6C69	E3E9
3774	汨	2	6C68	E3E8
3775	沂	2	6C82	D2CA
3776	汾	2	6C7E	B7DA
3777	沨	2	6CA8	9B68
3778	汴	2	6C74	E3EA
3779	汶	2	6C76	E3EB
3780	沆	2	6C86	E3EC
3781	沩	2	6CA9	E3ED
3782	泐	2	6CD0	E3EE
3783	怃	2	6003	E2E4
3784	怄	2	6004	E2E6
3785	忡	2	5FE1	E2E7
3786	忤	2	5FE4	E2E8
3787	忾	2	5FFE	E2E9
3788	怅	2	6005	E2EA
3789	忻	2	5FFB	D0C3
3790	忪	2	5FEA	E2EC
3791	怆	2	6006	E2EB
3792	忭	2	5FED	E2ED
3793	忸	2	5FF8	E2EE
3794	诂	2	8BC2	DAAC
3795	诃	2	8BC3	DAAD
3796	诅	2	8BC5	D7E7
3797	诋	2	8BCB	DAAE
3798	诌	2	8BCC	D6DF
3799	诏	2	8BCF	DAAF
3800	诒	2	8BD2	DAB1
3801	孜	2	5B5C	D7CE
3802	陇	2	9647	C2A4
3803	陀	2	9640	CDD3
3804	陂	2	9642	DAE9
3805	陉	2	9649	DAEA
3806	妍	2	598D	E5FB
3807	妩	2	59A9	E5FC
3808	妪	2	59AA	E5FD
3809	妣	2	59A3	E5FE
3810	妊	2	598A	C8D1
3811	妗	2	5997	E6A1
3812	妫	2	59AB	E6A3
3813	妞	2	599E	E6A4
3814	姒	2	59D2	E6A6
3815	妤	2	59A4	E6A5
3816	邵	2	90B5	C9DB
3817	劭	2	52AD	DBBF
3818	刭	2	522D	D8D9
3819	甬	2	752C	F0AE
3820	邰	2	90B0	DBA2
3821	纭	2	7EAD	E7A1
3822	纰	2	7EB0	E7A2
3823	纴	2	7EB4	C081
3824	纶	2	7EB6	C2DA
3825	纾	2	7EBE	E7A3
3826	玮	2	73AE	E7E2
3827	玡	2	73A1	AB65
3828	玭	2	73AD	AB6E
3829	玠	2	73A0	AB64
3830	玢	2	73A2	E7E3
3831	玥	2	73A5	AB68
3832	玦	2	73A6	AB69
3833	盂	2	76C2	D3DB
3834	忝	2	5FDD	E3C3
3835	匦	2	5326	D8D0
3836	坩	2	5769	DBE1
3837	抨	2	62A8	C5EA
3838	拤	2	62E4	9289
3839	坫	2	576B	DBE3
3840	拈	2	62C8	C4E9
3841	垆	2	5786	DBE4
3842	抻	2	62BB	DED3
3843	劼	2	52BC	84C2
3844	拃	2	62C3	9280
3845	拊	2	62CA	DED4
3846	坼	2	577C	DBE5
3847	坻	2	577B	DBE6
3848	㧟	2	39DF	FE63
3849	坨	2	5768	DBE7
3850	坭	2	576D	DBE8
3851	抿	2	62BF	C3F2
3852	坳	2	5773	DBEA
3853	耶	2	8036	D2AE
3854	苷	2	82F7	DCD5
3855	苯	2	82EF	B1BD
3856	苤	2	82E4	DCD6
3857	茏	2	830F	DCD7
3858	苫	2	82EB	C9BB
3859	苜	2	82DC	DCD9
3860	苴	2	82F4	DCDA
3861	苒	2	82D2	DCDB
3862	苘	2	82D8	DCDC
3863	茌	2	830C	DCDD
3864	苻	2	82FB	DCDE
3865	苓	2	82D3	DCDF
3866	茚	2	831A	DCE1
3867	茆	2	8306	DCE2
3868	茑	2	8311	DCE0
3869	茓	2	8313	C68B
3870	茔	2	8314	DCE3
3871	茕	2	8315	DCE4
3872	茀	2	8300	C685
3873	苕	2	82D5	DCE6
3874	枥	2	67A5	E8C0
3875	枇	2	6787	E8C1
3876	杪	2	676A	E8C2
3877	杳	2	6773	E8C3
3878	枧	2	67A7	E8C5
3879	杵	2	6775	E8C6
3880	枨	2	67A8	E8C7
3881	枞	2	679E	E8C8
3882	枋	2	678B	E8CA
3883	杻	2	677B	9683
3884	杷	2	6777	E8CB
3885	杼	2	677C	E8CC
3886	矸	2	77F8	EDB7
3887	砀	2	7800	EDB8
3888	刳	2	5233	D8DA
3889	奄	2	5944	D1D9
3890	瓯	2	74EF	EAB1
3891	殁	2	6B81	E9E2
3892	郏	2	90CF	DBA3
3893	轭	2	8F6D	E9EE
3894	郅	2	90C5	DBA4
3895	鸢	2	9E22	F0B0
3896	盱	2	76F1	EDEC
3897	昊	2	660A	EABB
3898	昙	2	6619	EABC
3899	杲	2	6772	EABD
3900	昃	2	6603	EABE
3901	咂	2	5482	DFC6
3902	呸	2	5478	C5DE
3903	昕	2	6615	EABF
3904	昀	2	6600	EAC0
3905	旻	2	65FB	9546
3906	昉	2	6609	9550
3907	炅	2	7085	EAC1
3908	咔	2	5494	DFC7
3909	畀	2	7540	EEAF
3910	虮	2	866E	F2B1
3911	咀	2	5480	BED7
3912	呷	2	5477	DFC8
3913	黾	2	9EFE	F6BC
3914	呱	2	5471	DFC9
3915	呤	2	5464	DFCA
3916	咚	2	549A	DFCB
3917	咆	2	5486	C5D8
3918	咛	2	549B	DFCC
3919	呶	2	5476	DFCE
3920	呣	2	5463	85DE
3921	呦	2	5466	DFCF
3922	咝	2	549D	DFD0
3923	岢	2	5CA2	E1B3
3924	岿	2	5CBF	BFF9
3925	岬	2	5CAC	E1B5
3926	岫	2	5CAB	E1B6
3927	帙	2	5E19	E0F9
3928	岣	2	5CA3	E1B8
3929	峁	2	5CC1	E1B9
3930	刿	2	523F	D8DB
3931	迥	2	8FE5	E5C4
3932	岷	2	5CB7	E1BA
3933	剀	2	5240	D8DC
3934	帔	2	5E14	E0FA
3935	峄	2	5CC4	E1BB
3936	沓	2	6C93	EDB3
3937	囹	2	56F9	E0F2
3938	罔	2	7F54	D8E8
3939	钍	2	948D	EECA
3940	钎	2	948E	C7A5
3941	钏	2	948F	EECB
3942	钒	2	9492	B7B0
3943	钕	2	9495	EECF
3944	钗	2	9497	EECE
3945	邾	2	90BE	DBA5
3946	迮	2	8FEE	E5C5
3947	牦	2	7266	EAF3
3948	竺	2	7AFA	F3C3
3949	迤	2	8FE4	E5C6
3950	佶	2	4F76	D9A5
3951	佬	2	4F6C	C0D0
3952	佰	2	4F70	B0DB
3953	侑	2	4F91	D9A7
3954	侉	2	4F89	D9A8
3955	臾	2	81FE	F4A7
3956	岱	2	5CB1	E1B7
3957	侗	2	4F97	B6B1
3958	侃	2	4F83	D9A9
3959	侏	2	4F8F	D9AA
3960	侩	2	4FA9	BFEB
3961	佻	2	4F7B	D9AC
3962	佾	2	4F7E	D9AB
3963	侪	2	4FAA	D9AD
3964	佼	2	4F7C	D9AE
3965	佯	2	4F6F	D1F0
3966	侬	2	4FAC	D9AF
3967	帛	2	5E1B	B2AF
3968	阜	2	961C	B8B7
3969	侔	2	4F94	D9B0
3970	徂	2	5F82	E1DE
3971	刽	2	523D	B9F4
3972	郄	2	90C4	DBA7
3973	怂	2	6002	CBCB
3974	籴	2	7C74	D9E1
3975	瓮	2	74EE	CECD
3976	戗	2	6217	EAA8
3977	肼	2	80BC	EBC2
3978	䏝	2	43DD	FE7A
3979	肽	2	80BD	EBC4
3980	肱	2	80B1	EBC5
3981	肫	2	80AB	EBC6
3982	剁	2	5241	B6E7
3983	迩	2	8FE9	E5C7
3984	郇	2	90C7	DBA8
3985	狙	2	72D9	BED1
3986	狎	2	72CE	E1F2
3987	狍	2	72CD	E1F3
3988	狒	2	72D2	E1F4
3989	咎	2	548E	BECC
3990	炙	2	7099	D6CB
3991	枭	2	67AD	E8C9
3992	饯	2	996F	BDA4
3993	饴	2	9974	E2C2
3994	冽	2	51BD	D9FD
3995	冼	2	51BC	D9FE
3996	庖	2	5E96	E2D2
3997	疠	2	75A0	F0DD
3998	疝	2	759D	F0DE
3999	疡	2	75A1	D1F1
4000	兖	2	5156	D9F0
4001	妾	2	59BE	E6AA
4002	劾	2	52BE	DBC0
4003	炜	2	709C	ECBF
4004	𬉼	2	2C27C	9931C334
4005	炖	2	7096	ECC0
4006	炘	2	7098	9ED4
4007	炝	2	709D	ECC1
4008	炔	2	7094	C8B2
4009	泔	2	6CD4	E3EF
4010	沭	2	6CAD	E3F0
4011	泷	2	6CF7	E3F1
4012	泸	2	6CF8	E3F2
4013	泱	2	6CF1	E3F3
4014	泅	2	6CC5	C7F6
4015	泗	2	6CD7	E3F4
4016	泠	2	6CE0	E3F6
4017	泺	2	6CFA	E3F8
4018	泖	2	6CD6	E3F7
4019	泫	2	6CEB	E3F9
4020	泮	2	6CEE	E3FA
4021	沱	2	6CB1	E3FB
4022	泯	2	6CEF	E3FD
4023	泓	2	6CD3	E3FC
4024	泾	2	6CFE	E3FE
4025	怙	2	6019	E2EF
4026	怵	2	6035	E2F0
4027	怦	2	6026	E2F1
4028	怛	2	601B	E2F2
4029	怏	2	600F	E2F3
4030	怍	2	600D	E2F4
4031	㤘	2	3918	FE60
4032	怩	2	6029	E2F5
4033	怫	2	602B	E2F6
4034	怿	2	603F	E2F8
4035	宕	2	5B95	E5B4
4036	穹	2	7A79	F1B7
4037	宓	2	5B93	E5B5
4038	诓	2	8BD3	DAB2
4039	诔	2	8BD4	DAB3
4040	诖	2	8BD6	DAB4
4041	诘	2	8BD8	DAB5
4042	戾	2	623E	ECE5
4043	诙	2	8BD9	DAB6
4044	戽	2	623D	ECE6
4045	郓	2	90D3	DBA9
4046	衩	2	8869	F1C3
4047	祆	2	7946	ECEC
4048	祎	2	794E	B574
4049	祉	2	7949	ECED
4050	祇	2	7947	B56F
4051	诛	2	8BDB	D6EF
4052	诜	2	8BDC	DAB7
4053	诟	2	8BDF	DAB8
4054	诠	2	8BE0	DAB9
4055	诣	2	8BE3	D2E8
4056	诤	2	8BE4	DABA
4057	诧	2	8BE7	B2EF
4058	诨	2	8BE8	DABB
4059	诩	2	8BE9	DABC
4060	戕	2	6215	E3DE
4061	孢	2	5B62	E6DF
4062	亟	2	4E9F	D8BD
4063	陔	2	9654	DAEB
4064	妲	2	59B2	E6A7
4065	妯	2	59AF	E6A8
4066	姗	2	59D7	E6A9
4067	帑	2	5E11	E0FB
4068	弩	2	5F29	E5F3
4069	孥	2	5B65	E6DB
4070	驽	2	9A7D	E6E5
4071	虱	2	8671	CAAD
4072	迦	2	8FE6	E5C8
4073	迨	2	8FE8	E5CA
4074	绀	2	7EC0	E7A4
4075	绁	2	7EC1	E7A5
4076	绂	2	7EC2	E7A6
4077	驷	2	9A77	E6E1
4078	驸	2	9A78	E6E2
4079	绉	2	7EC9	E7A7
4080	绌	2	7ECC	E7A9
4081	驿	2	9A7F	E6E4
4082	骀	2	9A80	E6E6
4083	甾	2	753E	E7DE
4084	珏	2	73CF	E7E5
4085	珐	2	73D0	B7A9
4086	珂	2	73C2	E7E6
4087	珑	2	73D1	E7E7
4088	玳	2	73B3	E7E9
4089	珀	2	73C0	E7EA
4090	顸	2	9878	F1FC
4091	珉	2	73C9	E7EB
4092	珈	2	73C8	E7EC
4093	拮	2	62EE	DED7
4094	垭	2	57AD	DBEB
4095	挝	2	631D	CECE
4096	垣	2	57A3	D4AB
4097	挞	2	631E	CCA2
4098	垤	2	57A4	DBEC
4099	赳	2	8D73	F4F1
4100	贲	2	8D32	EADA
4101	垱	2	57B1	889B
4102	垌	2	578C	DBED
4103	郝	2	90DD	BAC2
4104	垧	2	57A7	DBF0
4105	垓	2	5793	DBF2
4106	挦	2	6326	92A6
4107	垠	2	57A0	DBF3
4108	茜	2	831C	DCE7
4109	荚	2	835A	BCD4
4110	荑	2	8351	DCE8
4111	贳	2	8D33	EADB
4112	荜	2	835C	DCEA
4113	莒	2	8392	DCEC
4114	茼	2	833C	DCED
4115	茴	2	8334	DCEE
4116	茱	2	8331	DCEF
4117	莛	2	839B	DCF0
4118	荞	2	835E	DCF1
4119	茯	2	832F	DCF2
4120	荏	2	834F	DCF3
4121	荇	2	8347	DCF4
4122	荃	2	8343	DCF5
4123	荟	2	835F	DCF6
4124	荀	2	8340	DCF7
4125	茗	2	8317	DCF8
4126	荠	2	8360	DCF9
4127	茭	2	832D	DCFA
4128	茨	2	8328	B4C4
4129	垩	2	57A9	DBD1
4130	荥	2	8365	DCFE
4131	荦	2	8366	DCFD
4132	荨	2	8368	DDA1
4133	荩	2	8369	DDA3
4134	剋	2	524B	8477
4135	荪	2	836A	DDA5
4136	茹	2	8339	C8E3
4137	荬	2	836C	DDA4
4138	荮	2	836E	DDA7
4139	柰	2	67F0	E8CD
4140	栉	2	6809	E8CE
4141	柯	2	67EF	BFC2
4142	柘	2	67D8	E8CF
4143	栊	2	680A	E8D0
4144	柩	2	67E9	E8D1
4145	枰	2	67B0	E8D2
4146	栌	2	680C	E8D3
4147	柙	2	67D9	E8D4
4148	枵	2	67B5	E8D5
4149	柚	2	67DA	E8D6
4150	枳	2	67B3	E8D7
4151	柞	2	67DE	D7F5
4152	柝	2	67DD	E8D8
4153	栀	2	6800	E8D9
4154	柢	2	67E2	E8DC
4155	栎	2	680E	E8DD
4156	枸	2	67B8	E8DB
4157	柈	2	67C8	96AE
4158	柁	2	67C1	E8DE
4159	枷	2	67B7	BCCF
4160	柽	2	67FD	E8DF
4161	剌	2	524C	D8DD
4162	酊	2	914A	F4FA
4163	郦	2	90E6	DBAA
4164	甭	2	752D	B1C2
4165	砗	2	7817	EDBA
4166	砘	2	7818	EDBB
4167	砒	2	7812	C5F8
4168	斫	2	65AB	EDBD
4169	砭	2	782D	EDBE
4170	砜	2	781C	EDBF
4171	奎	2	594E	BFFC
4172	耷	2	8037	DEC7
4173	虺	2	867A	F2B3
4174	殂	2	6B82	E9E3
4175	殇	2	6B87	E9E4
4176	殄	2	6B84	E9E5
4177	殆	2	6B86	B4F9
4178	轱	2	8F71	E9EF
4179	轲	2	8F72	E9F0
4180	轳	2	8F73	E9F1
4181	轶	2	8F76	E9F3
4182	轸	2	8F78	E9F4
4183	虿	2	867F	F2B2
4184	毖	2	6BD6	B1D1
4185	觇	2	89C7	EAE8
4186	尜	2	5C1C	E6D9
4187	哐	2	54D0	DFD1
4188	眄	2	7704	EDED
4189	眍	2	770D	EDEE
4190	𠳐	2	20CD0	9534CE36
4191	郢	2	90E2	DBAB
4192	眇	2	7707	EDF0
4193	眊	2	770A	B167
4194	眈	2	7708	EDF1
4195	禺	2	79BA	D8AE
4196	哂	2	54C2	DFD3
4197	咴	2	54B4	DFD4
4198	曷	2	66F7	EAC2
4199	昴	2	6634	EAC4
4200	昱	2	6631	EAC5
4201	昵	2	6635	EAC7
4202	咦	2	54A6	DFD7
4203	哓	2	54D3	DFD8
4204	哔	2	54D4	DFD9
4205	畎	2	754E	EEB0
4206	毗	2	6BD7	C5FE
4207	呲	2	5472	DFDA
4208	胄	2	80C4	EBD0
4209	畋	2	754B	EEB1
4210	畈	2	7548	EEB2
4211	虼	2	867C	F2B4
4212	虻	2	867B	F2B5
4213	盅	2	76C5	D6D1
4214	咣	2	54A3	DFDB
4215	哕	2	54D5	DFDC
4216	剐	2	5250	B9D0
4217	郧	2	90E7	D4C7
4218	咻	2	54BB	DFDD
4219	囿	2	56FF	E0F3
4220	咿	2	54BF	DFDE
4221	哌	2	54CC	DFDF
4222	哙	2	54D9	DFE0
4223	哚	2	54DA	DFE1
4224	咯	2	54AF	BFA9
4225	咩	2	54A9	DFE3
4226	咤	2	54A4	DFE5
4227	哝	2	54DD	DFE6
4228	哏	2	54CF	DFE7
4229	哞	2	54DE	DFE8
4230	峙	2	5CD9	D6C5
4231	峣	2	5CE3	8D69
4232	罘	2	7F58	EEB7
4233	帧	2	5E27	D6A1
4234	峒	2	5CD2	E1BC
4235	峤	2	5CE4	E1BD
4236	峋	2	5CCB	E1BE
4237	峥	2	5CE5	E1BF
4238	贶	2	8D36	EADC
4239	钚	2	949A	EED0
4240	钛	2	949B	EED1
4241	钡	2	94A1	B1B5
4242	钣	2	94A3	EED3
4243	钤	2	94A4	EED4
4244	钨	2	94A8	CED9
4245	钫	2	94AB	EED5
4246	钯	2	94AF	EED9
4247	氡	2	6C21	EBB1
4248	氟	2	6C1F	B7FA
4249	牯	2	726F	EAF4
4250	郜	2	90DC	DBAC
4251	秕	2	79D5	EFF5
4252	秭	2	79ED	EFF6
4253	竽	2	7AFD	F3C4
4254	笈	2	7B08	F3C5
4255	笃	2	7B03	F3C6
